"","instant","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casualaverage","temp_average","atemp_average","tomrw_atemp","tomrw_temp","tomrw_weather","tomrw_windspeed","tomrw_hum","predict_day","predict_workday","predict_holiday","casual_diff","casual","registered","cnt","lag_cnt","lag_casual"
"132",132,2011-05-12,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,930,0.524285714285714,0.515057285714286,0.4943,0.5125,2,0.179725,0.863333,0,0,0,81,695,4169,4864,3409,902
"133",133,2011-05-13,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,901.142857142857,0.529047571428571,0.517940571428572,0.500629,0.520833,2,0.13495,0.9225,0,0,0,-202,692,3413,4105,4553,1582
"134",134,2011-05-14,2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,799.714285714286,0.529166571428571,0.516227428571429,0.536,0.5625,2,0.152979,0.867083,1,1,0,-710,902,2507,3409,3958,773
"135",135,2011-05-15,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,825.571428571429,0.534047571428571,0.518665571428571,0.550512,0.5775,1,0.126871,0.787917,1,1,0,181,1582,2971,4553,4123,678
"136",136,2011-05-16,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,841.142857142857,0.540476142857143,0.522275,0.538529,0.561667,2,0.277354,0.837917,1,1,0,109,773,3185,3958,3855,536
"137",137,2011-05-17,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,838.857142857143,0.544642857142857,0.524533285714286,0.527158,0.55,2,0.201492,0.87,1,1,0,-16,678,3445,4123,4575,735
"138",138,2011-05-18,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,836.857142857143,0.545714285714286,0.524355857142857,0.510742,0.530833,2,0.108213,0.829583,1,1,0,-14,536,3319,3855,4917,909
"139",139,2011-05-19,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,842.571428571429,0.545119,0.522552857142857,0.529042,0.536667,1,0.125013,0.719583,0,0,0,40,735,3840,4575,5805,2258
"140",140,2011-05-20,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,873.571428571429,0.548571428571428,0.527516,0.571975,0.6025,1,0.12065,0.626667,0,0,0,217,909,4008,4917,4660,1576
"141",141,2011-05-21,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,1067.28571428571,0.560238142857143,0.537708285714286,0.5745,0.604167,1,0.148008,0.749583,1,1,0,1356,2258,3547,5805,4274,836
"142",142,2011-05-22,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,1066.42857142857,0.566190571428571,0.543208285714286,0.590296,0.631667,2,0.233842,0.81,1,1,0,-6,1576,3084,4660,4492,659
"143",143,2011-05-23,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,1075.42857142857,0.573928714285714,0.548891714285714,0.604813,0.66,2,0.207092,0.740833,1,1,0,63,836,3438,4274,4978,740
"144",144,2011-05-24,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,1072.71428571429,0.587976285714286,0.558360857142857,0.615542,0.660833,1,0.154233,0.69625,1,1,0,-19,659,3833,4492,4677,758
"145",145,2011-05-25,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.154233,1101.85714285714,0.603809571428571,0.570987142857143,0.654688,0.708333,1,0.199642,0.6775,1,1,0,204,740,4238,4978,4679,871
"146",146,2011-05-26,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.199642,1105.14285714286,0.629166714285714,0.591550857142857,0.637008,0.681667,1,0.240679,0.65375,0,0,0,23,758,3919,4677,4758,2001
"147",147,2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,1099.71428571429,0.649881,0.606974571428571,0.612379,0.655833,1,0.230092,0.729583,0,0,0,-38,871,3808,4679,4788,2355
"148",148,2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,1063,0.6575,0.612746571428571,0.61555,0.6675,1,0.213938,0.81875,1,0,1,-257,2001,2757,4758,4098,1549
"149",149,2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938,1174.28571428571,0.666547571428571,0.618610857142857,0.671092,0.733333,1,0.131225,0.685,1,1,0,779,2355,2433,4788,3982,673
"150",150,2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,1276.14285714286,0.681071285714286,0.630153142857143,0.725383,0.775,1,0.111329,0.636667,1,1,0,713,1549,2549,4098,3974,513
"151",151,2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,1278.14285714286,0.697499857142857,0.647377428571428,0.720967,0.764167,2,0.207092,0.677083,1,1,0,14,673,3309,3982,4968,736
"152",152,2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,1245.71428571429,0.712261857142857,0.662438142857143,0.643942,0.715,1,0.292287,0.305,1,1,0,-227,513,3461,3974,5312,898
"153",153,2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,1242.57142857143,0.713214285714286,0.660903,0.587133,0.62,1,0.253121,0.354167,0,0,0,-22,736,4232,4968,5342,1869
"154",154,2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,1246.42857142857,0.704404714285714,0.653778,0.594696,0.635,1,0.123142,0.45625,0,0,0,27,898,4414,5312,4906,1685
"155",155,2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1227.57142857143,0.701428571428571,0.651251857142857,0.616804,0.648333,2,0.138692,0.6525,1,1,0,-132,1869,3473,5342,4548,673
"156",156,2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1131.85714285714,0.698690428571428,0.651431,0.621858,0.678333,1,0.121896,0.6,1,1,0,-670,1685,3221,4906,4833,763
"157",157,2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,1006.71428571429,0.690833285714286,0.644397571428571,0.65595,0.7075,1,0.187808,0.597917,1,1,0,-876,673,3875,4548,4401,676
"158",158,2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,1019.57142857143,0.681190428571428,0.634478571428571,0.727279,0.775833,1,0.136817,0.622083,1,1,0,90,763,4070,4833,3915,563
"159",159,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,1042.85714285714,0.682857,0.635380285714286,0.757579,0.808333,2,0.149883,0.568333,1,1,0,163,676,3725,4401,4586,815
"160",160,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,1018.14285714286,0.696190285714286,0.651614142857143,0.703292,0.755,1,0.140554,0.605,0,0,0,-173,563,3352,3915,4966,1729
"161",161,2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,1006.28571428571,0.715476,0.668208285714286,0.678038,0.725,1,0.15485,0.654583,0,0,0,-83,815,3771,4586,4460,1467
"162",162,2011-06-11,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,986.285714285714,0.728333142857143,0.680114285714286,0.643325,0.6925,1,0.163567,0.747917,1,1,0,-140,1729,3237,4966,5020,863
"163",163,2011-06-12,2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,955.142857142857,0.734642714285714,0.683903,0.601654,0.635,1,0.30535,0.494583,1,1,0,-218,1467,2993,4460,4891,727
"164",164,2011-06-13,2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,982.285714285714,0.728452285714285,0.681016714285714,0.591546,0.604167,1,0.269283,0.507083,1,1,0,190,863,4157,5020,5180,769
"165",165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,977.142857142857,0.713690428571428,0.671816142857143,0.587754,0.626667,1,0.167912,0.471667,1,1,0,-36,727,4164,4891,3767,545
"166",166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,990.428571428571,0.692381,0.651884,0.595346,0.628333,2,0.206471,0.688333,1,1,0,93,769,4411,5180,4844,863
"167",167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,987.857142857143,0.666666714285714,0.628707857142857,0.600383,0.649167,1,0.143029,0.735833,0,0,0,-18,545,3222,3767,5119,1807
"168",168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,994.714285714286,0.651547714285714,0.614006571428571,0.643954,0.696667,1,0.119408,0.670417,0,0,0,48,863,3981,4844,4744,1639
"169",169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1005.85714285714,0.647500142857143,0.609137428571428,0.645846,0.699167,2,0.102,0.666667,1,1,0,78,1807,3312,5119,4010,699
"170",170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1030.42857142857,0.648452571428571,0.609497571428571,0.595346,0.635,2,0.155475,0.74625,1,1,0,172,1639,3105,4744,4835,774
"171",171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,1007,0.648452571428571,0.608596428571428,0.637646,0.680833,2,0.171025,0.770417,1,1,0,-164,699,3311,4010,4507,661
"172",172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,1013.71428571429,0.659404857142857,0.615182142857143,0.693829,0.733333,1,0.172262,0.7075,1,1,0,47,774,4061,4835,4790,746
"173",173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,998.285714285714,0.674642857142857,0.630335714285714,0.693833,0.728333,2,0.238804,0.703333,1,1,0,-108,661,3846,4507,4991,969
"174",174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,1027,0.688928571428571,0.644405285714286,0.656583,0.724167,1,0.222025,0.573333,0,0,0,201,746,4044,4790,5202,1782
"175",175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,1042.14285714286,0.699642857142857,0.652433857142857,0.643313,0.695,1,0.209571,0.483333,0,0,0,106,969,4022,4991,5305,1920
"176",176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1038.57142857143,0.699404714285714,0.652342285714286,0.637629,0.68,1,0.0945333,0.513333,1,1,0,-25,1782,3420,5202,4708,854
"177",177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1078.71428571429,0.696666571428571,0.651168428571429,0.637004,0.6825,2,0.107588,0.658333,1,1,0,281,1920,3385,5305,4648,732
"178",178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,1100.85714285714,0.703452285714285,0.657119571428571,0.692558,0.744167,1,0.144283,0.634167,1,1,0,155,854,3854,4708,5225,848
"179",179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,1094.85714285714,0.7125,0.664964142857143,0.654688,0.728333,1,0.261821,0.497917,1,1,0,-42,732,3916,4648,5515,1027
"180",180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,1121.57142857143,0.711785714285714,0.659372571428571,0.637008,0.696667,1,0.185312,0.434167,1,1,0,187,848,4377,5225,5362,1246
"181",181,2011-06-30,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1161.71428571429,0.707262,0.651254714285714,0.652162,0.7225,1,0.102608,0.39625,0,0,0,281,1027,4488,5515,5119,2204
"182",182,2011-07-01,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1201.28571428571,0.707023857142857,0.650623142857143,0.667308,0.738333,1,0.115062,0.444583,0,0,0,277,1246,4116,5362,4649,2282
"183",183,2011-07-02,3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,1261.57142857143,0.713214285714285,0.654051,0.668575,0.716667,2,0.228858,0.6825,1,0,1,422,2204,2915,5119,6043,3065
"184",184,2011-07-03,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,1313.28571428571,0.718452428571428,0.658471857142857,0.665417,0.726667,2,0.0814792,0.637917,1,1,0,362,2282,2367,4649,4665,1031
"185",185,2011-07-04,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,1629.14285714286,0.724762,0.662530857142857,0.696338,0.746667,1,0.126258,0.590417,1,1,0,2211,3065,2978,6043,4629,784
"186",186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1671.85714285714,0.725119142857143,0.663070857142857,0.685633,0.72,1,0.149883,0.743333,1,1,0,299,1031,3634,4665,4592,754
"187",187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,1662.71428571429,0.723928714285714,0.667491571428571,0.686871,0.75,1,0.1592,0.65125,1,1,0,-64,784,3845,4629,4040,692
"188",188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,1623.71428571429,0.731547714285714,0.674614857142857,0.670483,0.709167,2,0.225129,0.757917,0,0,0,-273,754,3838,4592,5336,1988
"189",189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,1544.57142857143,0.729643,0.677232142857143,0.664158,0.733333,1,0.167912,0.609167,0,0,0,-554,692,3348,4040,4881,1743
"190",190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1513.71428571429,0.728928714285714,0.676782142857143,0.690025,0.7475,1,0.183471,0.578333,1,1,0,-216,1988,3348,5336,4086,723
"191",191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1436.71428571429,0.733333428571428,0.679846428571428,0.729804,0.7625,1,0.282337,0.635833,1,1,0,-539,1743,3138,4881,4258,662
"192",192,2011-07-11,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,1102.14285714286,0.738452428571428,0.689044571428571,0.739275,0.794167,1,0.200254,0.559167,1,1,0,-2342,723,3363,4086,4342,748
"193",193,2011-07-12,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,1049.42857142857,0.745238142857143,0.695178428571428,0.689404,0.746667,1,0.146133,0.631667,1,1,0,-369,662,3596,4258,5084,888
"194",194,2011-07-13,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,1044.28571428571,0.749047714285714,0.695717142857143,0.635104,0.680833,1,0.240667,0.47625,1,1,0,-36,748,3594,4342,5538,1318
"195",195,2011-07-14,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,1063.42857142857,0.739166714285714,0.688321857142857,0.624371,0.663333,1,0.182833,0.59125,0,0,0,134,888,4196,5084,5923,2418
"196",196,2011-07-15,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1152.85714285714,0.732619,0.681734428571428,0.638263,0.686667,1,0.208342,0.585,0,0,0,626,1318,4220,5538,5302,2006
"197",197,2011-07-16,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,1214.28571428571,0.725952428571428,0.678035142857143,0.669833,0.719167,1,0.245033,0.604167,1,1,0,430,2418,3505,5923,4458,841
"198",198,2011-07-17,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,1251.85714285714,0.721904857142857,0.675150571428571,0.703925,0.746667,1,0.215804,0.65125,1,1,0,263,2006,3296,5302,4541,752
"199",199,2011-07-18,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,1268.71428571429,0.719643,0.671453571428571,0.747479,0.776667,1,0.1306,0.650417,1,1,0,118,841,3617,4458,4332,644
"200",200,2011-07-19,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,1281.57142857143,0.717143,0.672625571428571,0.74685,0.768333,1,0.113817,0.707083,1,1,0,90,752,3789,4541,3784,632
"201",201,2011-07-20,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,1266.71428571429,0.720238142857143,0.680832142857143,0.826371,0.815,2,0.222021,0.69125,1,1,0,-104,644,3688,4332,3387,562
"202",202,2011-07-21,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,1230.14285714286,0.739404857142857,0.708156,0.840896,0.848333,1,0.1331,0.580417,0,0,0,-256,632,3152,3784,3285,987
"203",203,2011-07-22,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,1122.14285714286,0.765833428571428,0.739088142857143,0.804287,0.849167,1,0.131221,0.5,0,0,0,-756,562,2825,3387,3606,1050
"204",204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,917.714285714286,0.789047714285714,0.762805857142857,0.794829,0.83,1,0.169171,0.550833,1,1,0,-1431,987,2298,3285,3840,568
"205",205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,781.142857142857,0.804881,0.780662428571428,0.720958,0.743333,1,0.0908083,0.757083,1,1,0,-956,1050,2556,3606,4590,750
"206",206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,742.142857142857,0.804404714285714,0.783095714285714,0.696979,0.771667,1,0.200258,0.540833,1,1,0,-273,568,3272,3840,4656,755
"207",207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,741.857142857143,0.803690428571428,0.775881428571428,0.690667,0.775,1,0.183463,0.402917,1,1,0,-2,750,3840,4590,4390,606
"208",208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,757.714285714286,0.804642857142857,0.767855285714286,0.7399,0.779167,1,0.178479,0.583333,1,1,0,111,755,3901,4656,3846,670
"209",209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,754,0.799523857142857,0.755502285714286,0.785967,0.838333,1,0.174138,0.5425,0,0,0,-26,606,3784,4390,4475,1559
"210",210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,769.428571428571,0.798095285714286,0.747655285714286,0.728537,0.804167,1,0.168537,0.465833,0,0,0,108,670,3176,3846,4302,1524
"211",211,2011-07-30,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,851.142857142857,0.791666714285714,0.736833857142857,0.729796,0.805833,1,0.164813,0.480833,1,1,0,572,1559,2916,4475,4266,729
"212",212,2011-07-31,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,918.857142857143,0.788214285714286,0.727543428571429,0.703292,0.771667,1,0.156717,0.550833,1,1,0,474,1524,2778,4302,4845,801
"213",213,2011-08-01,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,941.857142857143,0.792262,0.725019714285714,0.707071,0.783333,1,0.20585,0.49125,1,1,0,161,729,3537,4266,3574,467
"214",214,2011-08-02,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,949.142857142857,0.793928571428571,0.726461428571429,0.679937,0.731667,2,0.135583,0.6575,1,1,0,51,801,4044,4845,4576,799
"215",215,2011-08-03,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,908,0.787738142857143,0.724928571428571,0.664788,0.71,2,0.19715,0.7575,1,1,0,-288,467,3107,3574,4866,1023
"216",216,2011-08-04,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,935.571428571429,0.777857142857143,0.714198285714286,0.656567,0.710833,1,0.184696,0.630833,0,0,0,193,799,3777,4576,4294,1521
"217",217,2011-08-05,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,986,0.759642857142857,0.695712571428571,0.676154,0.716667,2,0.22825,0.755,0,0,0,353,1023,3843,4866,3785,1298
"218",218,2011-08-06,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,980.571428571429,0.747142857142857,0.688229285714286,0.715292,0.7425,1,0.201487,0.752917,1,1,0,-38,1521,2773,4294,4326,846
"219",219,2011-08-07,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,948.285714285714,0.738095285714286,0.686157285714286,0.703283,0.765,1,0.192175,0.592083,1,1,0,-226,1298,2487,3785,4602,907
"220",220,2011-08-08,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,965,0.737142857142857,0.686156,0.724121,0.775,1,0.151121,0.570417,1,1,0,117,846,3480,4326,4780,884
"221",221,2011-08-09,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,980.142857142857,0.735952428571429,0.688591714285714,0.684983,0.766667,1,0.200258,0.424167,1,1,0,106,907,3695,4602,4792,812
"222",222,2011-08-10,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,1039.71428571429,0.740952428571429,0.689312571428571,0.651521,0.7175,1,0.164796,0.42375,1,1,0,417,884,3896,4780,4905,1051
"223",223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,1041.57142857143,0.742023857142857,0.687417285714286,0.654042,0.708333,1,0.125621,0.415,0,0,0,13,812,3980,4792,4150,1504
"224",224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1045.57142857143,0.741666714285714,0.687056571428571,0.645858,0.685833,2,0.211454,0.729583,0,0,0,28,1051,3854,4905,3820,1338
"225",225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1043.14285714286,0.737261857142857,0.682728571428571,0.624388,0.676667,2,0.222633,0.8175,1,1,0,-17,1504,2646,4150,4338,775
"226",226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1048.85714285714,0.727857142857143,0.669742285714285,0.616167,0.665833,1,0.208954,0.712083,1,1,0,40,1338,2482,3820,4725,721
"227",227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,1038.71428571429,0.713690428571429,0.657297142857143,0.645837,0.700833,1,0.236329,0.578333,1,1,0,-71,775,3563,4338,4694,668
"228",228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,1012.14285714286,0.703095142857143,0.646113714285714,0.666671,0.723333,1,0.143667,0.575417,1,1,0,-186,721,4004,4725,3805,639
"229",229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,981.285714285714,0.696904571428571,0.643497714285714,0.662258,0.711667,1,0.233208,0.654583,1,1,0,-216,668,4026,4694,4153,797
"230",230,2011-08-18,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,956.571428571429,0.696071285714286,0.645031571428571,0.633221,0.685,2,0.139308,0.722917,0,0,0,-173,639,3166,3805,5191,1914
"231",231,2011-08-19,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,920.285714285714,0.692738,0.642057142857142,0.648996,0.6975,1,0.104467,0.674167,0,0,0,-254,797,3356,4153,3873,1249
"232",232,2011-08-20,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,978.857142857143,0.694404714285714,0.642505428571428,0.675525,0.710833,1,0.248754,0.77,1,1,0,410,1914,3277,5191,4758,833
"233",233,2011-08-21,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,966.142857142857,0.699285571428572,0.649810714285714,0.638254,0.691667,1,0.27675,0.47,1,1,0,-89,1249,2624,3873,5895,1281
"234",234,2011-08-22,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,974.428571428571,0.702976142857143,0.652966,0.606067,0.640833,1,0.146763,0.455417,1,1,0,58,833,3925,4758,5130,949
"235",235,2011-08-23,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1054.42857142857,0.694404714285714,0.647284571428571,0.630692,0.673333,1,0.253108,0.605,1,1,0,560,1281,4614,5895,3542,435
"236",236,2011-08-24,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,1094.57142857143,0.687261857142857,0.642144714285714,0.645854,0.684167,2,0.210833,0.771667,1,1,0,281,949,4181,5130,4661,768
"237",237,2011-08-25,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,1065.42857142857,0.683333285714286,0.639801285714285,0.659733,0.7,1,0.0839625,0.76125,0,0,0,-204,435,3107,3542,1115,226
"238",238,2011-08-26,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,1061.28571428571,0.685476142857143,0.643588714285714,0.635556,0.68,2,0.375617,0.85,0,0,0,-29,768,3893,4661,4334,1415
"239",239,2011-08-27,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,820.142857142857,0.682976142857143,0.641668714285714,0.647959,0.707059,1,0.304659,0.561765,1,1,0,-1688,226,889,1115,4634,729
"240",240,2011-08-28,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,843.857142857143,0.682437,0.637730714285714,0.607958,0.636667,1,0.159825,0.554583,1,1,0,166,1415,2919,4334,5204,775
"241",241,2011-08-29,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,829,0.674579857142857,0.633402714285714,0.594704,0.639167,1,0.125008,0.548333,1,1,0,-104,729,3905,4634,5058,688
"242",242,2011-08-30,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,756.714285714286,0.674341857142857,0.631779428571428,0.611121,0.656667,1,0.0833333,0.597917,1,1,0,-506,775,4429,5204,5115,783
"243",243,2011-08-31,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,719.428571428571,0.671961,0.628983571428571,0.614921,0.655,1,0.141796,0.639167,1,1,0,-261,688,4370,5058,4727,875
"244",244,2011-09-01,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,769.142857142857,0.667794285714286,0.624564571428571,0.604808,0.643333,2,0.139929,0.727083,0,0,0,348,783,4332,5115,4484,1935
"245",245,2011-09-02,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,784.428571428571,0.659699,0.616718142857142,0.633213,0.669167,1,0.185325,0.716667,0,0,0,107,875,3852,4727,4940,2521
"246",246,2011-09-03,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1028.57142857143,0.658151428571429,0.616383428571428,0.665429,0.709167,1,0.206467,0.742083,1,0,1,1709,1935,2549,4484,3351,1236
"247",247,2011-09-04,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,1186.57142857143,0.658452571428572,0.618879142857143,0.625646,0.673333,2,0.212696,0.790417,1,1,0,1106,2521,2419,4940,2710,204
"248",248,2011-09-05,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1259,0.663690571428572,0.621406,0.5152,0.54,3,0.343943,0.886957,1,1,0,507,1236,2115,3351,1996,118
"249",249,2011-09-06,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,1177.42857142857,0.649523857142857,0.610048285714285,0.544229,0.599167,3,0.0970208,0.917083,1,1,0,-571,204,2506,2710,1842,153
"250",250,2011-09-07,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,1096,0.641309571428572,0.600492285714285,0.555361,0.633913,3,0.192748,0.939565,1,1,0,-570,118,1878,1996,3544,417
"251",251,2011-09-08,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,1006,0.638297142857143,0.591983714285714,0.578946,0.65,2,0.124379,0.897917,0,0,0,-630,153,1689,1842,5345,1750
"252",252,2011-09-09,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,940.571428571429,0.639249571428572,0.588289142857143,0.607962,0.66,1,0.153608,0.75375,0,0,0,-458,417,3127,3544,5046,1633
"253",253,2011-09-10,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,914.142857142857,0.63794,0.584681857142857,0.609229,0.653333,1,0.115054,0.71375,1,1,0,-185,1750,3595,5345,4713,690
"254",254,2011-09-11,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,787.285714285714,0.629963714285714,0.576653285714285,0.60213,0.644348,1,0.088913,0.692174,1,1,0,-888,1633,3413,5046,4763,701
